date,protocol,chain,loss_usd,vector_category,is_technical,description,source_file
2021-12-27,MetaDAO,Other,3200000.0,Rugpull,True,"Protocol: MetaDAO
Date: Dec 27, 2021
Loss: $3,200,000
Vector: Rugpull
Scenario: The project team executed a ""meta-rug,"" draining 800 ETH from the liquidity pool before deleting all social media accounts and vanishing with the funds.
Reference: https://rekt.news/metadao-rekt/",rekt_news_extra.txt
2021-12-21,Bent Finance,Other,1786520.0,Other,True,"Bent Finance BENT ETH Yield Aggr... Other $1,786,520 12.21.2021",rekt_database_raw.txt
2021-12-21,Visor Finance,Other,8200000.0,Logic Bug / Access Control,True,"Protocol: Visor Finance
Date: Dec 21, 2021
Loss: $8,200,000
Vector: Logic Bug / Access Control
Scenario: Vulnerable require() check in the vVISR Rewards Contract's deposit() function allowed the hacker to mint unlimited shares via a malicious contract.
Reference: https://rekt.news/visor-finance-rekt/",rekt_news_extra.txt
2021-12-21,Monkey Kingdom,Other,1273618.0,Other,True,"Monkey Kingdom Solana NFT Other $1,273,618 12.21.2021",rekt_database_raw.txt
2021-12-19,Grim Finance,Other,40000000.0,Reentrancy,True,"Grim Finance GRIM Fantom Yield Aggr... Reentrancy $40,000,000 12.19.2021",rekt_database_raw.txt
2021-12-18,Grim Finance,Other,30000000.0,Reentrancy,True,"Protocol: Grim Finance
Date: Dec 18, 2021
Loss: $30,000,000
Vector: Reentrancy
Scenario: depositFor() function lacked reentrancy protection, allowing the attacker to loop additional false deposits within the initial call and inflate their vault share.
Reference: https://rekt.news/grim-finance-rekt/",rekt_news_extra.txt
2021-12-15,WePiggy,Other,400000.0,Other,True,"WePiggy OKEX Borrowing ... Other $400,000 12.15.2021",rekt_database_raw.txt
2021-12-14,Brinc Finance,Other,1103568.0,Other,True,"Brinc Finance ETH Yield Aggr... Other $1,103,568 12.14.2021",rekt_database_raw.txt
2021-12-14,Nerve Bridge,BSC,900.0,Swap Metapool Attack,True,src/test/2021-12/NerveBridge_exp.sol,defihacklabs_incidents.json
2021-12-13,Vulcan Forged,Other,140000000.0,Private Key Compromise,True,"Protocol: Vulcan Forged
Date: Dec 13, 2021
Loss: $140,000,000
Vector: Private Key Compromise
Scenario: 96 custodial wallet private keys (Venly integration) were compromised, draining $PYR, ETH, and MATIC from the blockchain gaming ecosystem.
Reference: https://rekt.news/vulcan-forged-rekt/",rekt_news_extra.txt
2021-12-12,Miss Universe N...,Other,360000.0,Rugpull,False,"Miss Universe N... MU ETH NFT Rugpull $360,000 12.12.2021",rekt_database_raw.txt
2021-12-12,Vulcan Forged,Other,140000000.0,Access Control,True,"Vulcan Forged PYR Polygon Gaming / M... Access Control $140,000,000 12.12.2021",rekt_database_raw.txt
2021-12-11,AscendEX,Other,77700000.0,Access Control,True,"AscendEX CEX CeFi Access Control $77,700,000 12.11.2021",rekt_database_raw.txt
2021-12-08,Pizza,Other,9863088.0,Other,True,"Pizza EOS Other Other $9,863,088 12.8.2021",rekt_database_raw.txt
2021-12-07,8ight Finance,Other,1750000.0,Private Key Compromise / Rugpull,True,"Protocol: 8ight Finance
Date: Dec 7, 2021
Loss: $1,750,000
Vector: Private Key Compromise / Rugpull
Scenario: Olympus fork on Harmony; developers allegedly used poor OPSEC or rugged users by exposing/pocketing private keys.
Reference: https://rekt.news/8ight-finance-rekt/",rekt_news_extra.txt
2021-12-06,8ight Finance,Other,923719.0,Access Control,True,"8ight Finance Harmony Other Access Control $923,719 12.6.2021",rekt_database_raw.txt
2021-12-05,Daedalus DAO,Other,128832.0,Rugpull,False,"Daedalus DAO MAZE Cronos Other Rugpull $128,832 12.5.2021",rekt_database_raw.txt
2021-12-05,AutobotDefi,Other,797.0,Rugpull,False,AutobotDefi ABOT Fantom Token Rugpull $797 12.5.2021,rekt_database_raw.txt
2021-12-04,BitMart Exchang...,Other,196000000.0,Access Control,True,"BitMart Exchang... BMC CEX CeFi Access Control $196,000,000 12.4.2021",rekt_database_raw.txt
2021-12-02,BadgerDAO,Other,120285547.0,Other,True,"BadgerDAO BADGER ETH Yield Aggr... Other $120,285,547 12.2.2021",rekt_database_raw.txt
2021-12-01,Badger,Unknown,120000000.0,Security Breach,True,"28 December 2021 Badger DAO Hack 120,000,000 USD of BTC and ETH 2,544 120,000,000 Security Breach",charoenwong_bernardi_table.txt
2021-12-01,Bitmart,Unknown,196000000.0,Security Breach,True,"29 December 2021 Bitmart Security Breach 196,000,000 USD of ERC-20 tokens and BSC tokens 4,155 196,000,000 Security Breach",charoenwong_bernardi_table.txt
2021-12-01,AscendEX,Unknown,77700000.0,Security Breach,True,"30 December 2021 AscendEX Security Breach 77,700,000 USD of ERC-20, BSC, and Polygon tokens 1,647 77,700,000 Security Breach",charoenwong_bernardi_table.txt
2021-12-01,MonoX,Other,31400000.0,Other,True,"MonoX MONO ETH +1 Exchange (... Other $31,400,000 12.1.2021",rekt_database_raw.txt
2021-12-01,CollectCoin,Other,1071931.0,Other,True,"CollectCoin CLCT BSC NFT Other $1,071,931 12.1.2021",rekt_database_raw.txt
2021-11-30,MetaMoonMars,Other,866.0,Other,True,MetaMoonMars M3 BSC Token Other $866 11.30.2021,rekt_database_raw.txt
2021-11-30,MonoX,Other,31000000.0,Logic Bug / Price Manipulation,True,"Protocol: MonoX
Date: Nov 30, 2021
Loss: $31,000,000
Vector: Logic Bug / Price Manipulation
Scenario: Single-token liquidity protocol; attacker exploited a bug in swapTokenForExactToken that allowed using the same token for both tokenIn and tokenOut, enabling them to hyper-inflate the MONO price and drain all other pool assets.
Reference: https://rekt.news/monox-rekt/",rekt_news_extra.txt
2021-11-26,SnowdogDAO,Other,30000000.0,Rugpull,False,"SnowdogDAO SDOG Avax Other Rugpull $30,000,000 11.26.2021",rekt_database_raw.txt
2021-11-26,Visor Finance,Other,972616.0,Flash Loan Attack,True,"Visor Finance VISR ETH Yield Aggr... Flash Loan Attack $972,616 11.26.2021",rekt_database_raw.txt
2021-11-26,Lever,Other,652941.0,Other,True,"Lever LEV BSC Borrowing ... Other $652,941 11.26.2021",rekt_database_raw.txt
2021-11-25,ElectronDAO,Other,728653.0,Rugpull,False,"ElectronDAO ELECTRON Polygon Stablecoin Rugpull $728,653 11.25.2021",rekt_database_raw.txt
2021-11-25,Sloth Inu,Other,8228.0,Rugpull,False,"Sloth Inu SLOTH INU ETH Token Rugpull $8,228 11.25.2021",rekt_database_raw.txt
2021-11-24,dYdX,Other,211002.0,Other,True,"dYdX DYDX ETH Exchange (... Other $211,002 11.24.2021",rekt_database_raw.txt
2021-11-23,Ploutoz Finance,Other,372441.0,Flash Loan Attack,True,"Ploutoz Finance PTZ BSC Other Flash Loan Attack $372,441 11.23.2021",rekt_database_raw.txt
2021-11-21,Unlock Protocol,Other,416125.0,Access Control,True,"Unlock Protocol UDT Gnosis +1 Other Access Control $416,125 11.21.2021",rekt_database_raw.txt
2021-11-20,Zenon Network,Other,1209467.0,Other,True,"Zenon Network wZNN BSC Other Other $1,209,467 11.20.2021",rekt_database_raw.txt
2021-11-20,Formation.Fi,Other,100000.0,Other,True,"Formation.Fi FORM ETH Yield Aggr... Other $100,000 11.20.2021",rekt_database_raw.txt
2021-11-19,UFCT,Other,1323077.0,Rugpull,False,"UFCT UFCT BSC Token Rugpull $1,323,077 11.19.2021",rekt_database_raw.txt
2021-11-18,Meta Pets,Other,708623.0,Rugpull,False,"Meta Pets MP ETH Gaming / M... Rugpull $708,623 11.18.2021",rekt_database_raw.txt
2021-11-14,Nerve Finance,Other,585882.0,Other,True,"Nerve Finance NRV BSC Exchange (... Other $585,882 11.14.2021",rekt_database_raw.txt
2021-11-13,Blizzard,Other,1109632.0,Other,True,"Blizzard BLIZZ Avax Yield Aggr... Other $1,109,632 11.13.2021",rekt_database_raw.txt
2021-11-05,bZx,Other,47600000.0,Access Control,True,"bZx BZRX BSC Borrowing ... Access Control $47,600,000 11.5.2021",rekt_database_raw.txt
2021-11-05,bZx (Rekt III),Other,55000000.0,Phishing Attack / Private Key Compromise,True,"Protocol: bZx (Rekt III)
Date: Nov 5, 2021
Loss: $55,000,000
Vector: Phishing Attack / Private Key Compromise
Scenario: Fourth exploit on bZx; a developer was phished via a malicious Word macro, compromising the keys controlling deployments on Polygon and BSC.
Reference: https://rekt.news/bzx-rekt/",rekt_news_extra.txt
2021-11-02,Vesper Finance,Other,3003942.0,Other,True,"Vesper Finance VUSD ETH Yield Aggr... Other $3,003,942 11.2.2021",rekt_database_raw.txt
2021-11-01,Boy,Unknown,139000000.0,Human Error,False,"27 November 2021 Boy x Highspeed Theft 139,000,000 USD of various cryptocurrencies 2,404 139,000,000 Human Error",charoenwong_bernardi_table.txt
2021-11-01,Squid Game,Other,5723268.0,Rugpull,False,"Squid Game SQUID, Marbles BSC Gaming / M... Rugpull $5,723,268 11.1.2021",rekt_database_raw.txt
2021-10-30,Boy X Highspeed,Other,139895140.0,Access Control,True,"Boy X Highspeed BXH BSC Other Access Control $139,895,140 10.30.2021",rekt_database_raw.txt
2021-10-29,AnubisDAO,Other,60000000.0,Rugpull,False,"AnubisDAO ANKH ETH Exchange (... Rugpull $60,000,000 10.29.2021",rekt_database_raw.txt
2021-10-29,AutoSharkFinanc...,Other,2000000.0,Other,True,"AutoSharkFinanc... SHARK BSC Exchange (... Other $2,000,000 10.29.2021",rekt_database_raw.txt
2021-10-27,Cream Finance,Other,130000000.0,Flash Loan Attack,True,"Cream Finance CREAM ETH Exchange (... +1 Flash Loan Attack $130,000,000 10.27.2021",rekt_database_raw.txt
2021-10-23,Alpha Finance L...,Other,170704.0,Other,True,"Alpha Finance L... ALPHA ETH Yield Aggr... Other $170,704 10.23.2021",rekt_database_raw.txt
2021-10-20,PancakeHunny,Other,1984749.0,Other,True,"PancakeHunny HUNNY BSC Yield Aggr... Other $1,984,749 10.20.2021",rekt_database_raw.txt
2021-10-17,Glide Finance,Other,300000.0,Other,True,"Glide Finance GLIDE Elastos Exchange (... Other $300,000 10.17.2021",rekt_database_raw.txt
2021-10-15,Indexed Finance,Ethereum,16000000.0,Price Manipulation,True,src/test/2021-10/IndexedFinance_exp.sol,defihacklabs_incidents.json
2021-10-14,Indexed Finance,Other,16000000.0,Other,True,"Indexed Finance NDX ETH Other Other $16,000,000 10.14.2021",rekt_database_raw.txt
2021-10-08,Mirror Protocol,Other,90000000.0,Other,True,"Mirror Protocol MIR LUNC Other +1 Other $90,000,000 10.8.2021",rekt_database_raw.txt
2021-10-06,My Farm Pet,Other,31410.0,Flash Loan Attack,True,"My Farm Pet MYFARMPET BSC Gaming / M... Flash Loan Attack $31,410 10.6.2021",rekt_database_raw.txt
2021-10-06,Evolved Apes,Other,2339031.0,Rugpull,False,"Evolved Apes EVA ETH NFT Rugpull $2,339,031 10.6.2021",rekt_database_raw.txt
2021-10-01,Cream,Unknown,130000000.0,Security Breach,True,"26 October 2021 Cream Finance Hack 130,000,000 USD of ETH and its derivatives 2,102 130,000,000 Security Breach",charoenwong_bernardi_table.txt
2021-09-30,Compound (Rekt I),Other,80000000.0,Logic Bug / COMP Distribution,True,"Protocol: Compound (Rekt I)
Date: Sept 30, 2021
Loss: $80,000,000
Vector: Logic Bug / COMP Distribution
Scenario: A bug in Proposal 62's Comptroller contract caused excessive COMP rewards to be distributed to users unfairly, resulting in a massive treasury loss.
Reference: https://rekt.news/compound-rekt/",rekt_news_extra.txt
2021-09-21,Vee Finance,Other,36000000.0,Other,True,"Vee Finance VEE Avax Borrowing ... Other $36,000,000 9.21.2021",rekt_database_raw.txt
2021-09-20,Vee Finance,Other,34000000.0,Oracle Manipulation / Flash Loan,True,"Protocol: Vee Finance
Date: Sept 20, 2021
Loss: $34,000,000
Vector: Oracle Manipulation / Flash Loan
Scenario: Attacker used flash loans to manipulate the VEE/USDC price on Pangolin, tricking the protocol's lending pools into allowing unauthorized withdrawals.
Reference: https://rekt.news/veefinance-rekt/",rekt_news_extra.txt
2021-09-19,pNetwork,Other,12700000.0,Other,True,"pNetwork PNT BSC Bridge Other $12,700,000 9.19.2021",rekt_database_raw.txt
2021-09-17,DefiBox,Other,24412.0,Other,True,"DefiBox BOX EOS Exchange (... Other $24,412 9.17.2021",rekt_database_raw.txt
2021-09-17,JayPegs Automart (MISO),Other,3100000.0,Supply Chain Attack / Injected Address,True,"Protocol: JayPegs Automart (MISO)
Date: Sept 17, 2021
Loss: $3,100,000
Vector: Supply Chain Attack / Injected Address
Scenario: A contractor injected their own wallet address into the MISO auction front-end; funds were later returned following a public doxxing threat by the Sushi team.
Reference: https://rekt.news/jaypegs-automart-rekt/",rekt_news_extra.txt
2021-09-16,SushiSwap Miso,Ethereum,3000000.0,Incorrect Validation,True,src/test/2021-09/Sushimiso_exp.sol,defihacklabs_incidents.json
2021-09-15,NowSwap Protoco...,Other,1142357.0,Other,True,"NowSwap Protoco... ETH Exchange (... Other $1,142,357 9.15.2021",rekt_database_raw.txt
2021-09-15,Nimbus Platform,Ethereum,1.45,Logic Flaw,True,src/test/2021-09/Nimbus_exp.sol,defihacklabs_incidents.json
2021-09-14,Cool Cats,Other,20961.0,Rugpull,False,"Cool Cats COOL20 ETH Token Rugpull $20,961 9.14.2021",rekt_database_raw.txt
2021-09-12,Zabu Finance,Other,3200000.0,Other,True,"Zabu Finance ZABU Avax Yield Aggr... Other $3,200,000 9.12.2021",rekt_database_raw.txt
2021-09-10,AFKSystems Fina...,Other,2017053.0,Rugpull,False,"AFKSystems Fina... SILVER Polygon Yield Aggr... Rugpull $2,017,053 9.10.2021",rekt_database_raw.txt
2021-09-03,DAO Maker,Ethereum,4000000.0,Access Control,True,src/test/2021-09/DaoMaker_exp.sol,defihacklabs_incidents.json
2021-09-02,DAO Maker (Rekt II),Other,4000000.0,Logic Bug / Access Control,True,"Protocol: DAO Maker (Rekt II)
Date: Sept 2, 2021
Loss: $4,000,000
Vector: Logic Bug / Access Control
Scenario: Repeat exploit; attacker was able to reinitialize token contracts with malicious data via the init() function and drain funds using emergencyExit().
Reference: https://rekt.news/daomaker-rekt/",rekt_news_extra.txt
2021-09-02,Tomb Finance,Other,1500000.0,Economic Failure / De-peg,True,"Protocol: Tomb Finance
Date: Sept 2, 2021
Loss: $1,500,000
Vector: Economic Failure / De-peg
Scenario: Algorithmic stablecoin on Fantom; a tax-evasion UI allowed users to bypass the Gatekeeper fee system, triggering a collapse of the peg and a cascade of sell-offs.
Reference: https://rekt.news/tomb-finance-rekt/",rekt_news_extra.txt
2021-08-30,X-Token (Rekt II),Other,4500000.0,Flash Loan / Price Manipulation,True,"Protocol: X-Token (Rekt II)
Date: Aug 30, 2021
Loss: $4,500,000
Vector: Flash Loan / Price Manipulation
Scenario: Second exploit on xSNX; attacker used a flash loan to manipulate SNX prices and exploit an erroneous require statement in the callFunction, allowing them to drain administrative assets.
Reference: https://rekt.news/xtoken-rekt-x2/",rekt_news_extra.txt
2021-08-30,Cream Finance (Rekt II),Other,18800000.0,Flash Loan / Reentrancy,True,"Protocol: Cream Finance (Rekt II)
Date: Aug 30, 2021
Loss: $18,800,000
Vector: Flash Loan / Reentrancy
Scenario: Attacker exploited a reentrancy vulnerability in the AMP token (ERC777) contract integration to nest multiple borrow() calls before the crETH balance updated.
Reference: https://rekt.news/cream-rekt/",rekt_news_extra.txt
2021-08-17,XSURGE,BSC,5000000.0,Reentrancy Attack,True,src/test/2021-08/XSURGE_exp.sol,defihacklabs_incidents.json
2021-08-11,Poly Network,Ethereum,611000000.0,Bridge Attack,True,src/test/2021-08/PolyNetwork_exp.sol,defihacklabs_incidents.json
2021-08-10,Poly Network,Other,611000000.0,Logic Bug / Access Control,True,"Protocol: Poly Network
Date: Aug 10, 2021
Loss: $611,000,000
Vector: Logic Bug / Access Control
Scenario: Largest crypto hack to date; attacker exploited a vulnerability in the cross-chain manager to modify the pubKey of consensus nodes, allowing them to authorize massive transfers across 3 chains.
Reference: https://rekt.news/polynetwork-rekt/",rekt_news_extra.txt
2021-08-10,Punk Protocol,Other,8950000.0,Logic Bug / Interest Accrual,True,"Protocol: Punk Protocol
Date: Aug 10, 2021
Loss: $8,950,000
Vector: Logic Bug / Interest Accrual
Scenario: Attacker manipulated interest distribution logic in the stablecoin pools; a whitehat frontran the attack and returned ~$5M, with the hacker keeping ~$4M.
Reference: https://rekt.news/punkprotocol-rekt/",rekt_news_extra.txt
2021-08-04,WaultFinace,BSC,390.0,Price Manipulation,True,src/test/2021-08/WaultFinance_exp.sol,defihacklabs_incidents.json
2021-08-03,Popsicle Finance,Other,20000000.0,Logic Bug / Share Calculation,True,"Protocol: Popsicle Finance
Date: Aug 3, 2021
Loss: $20,000,000
Vector: Logic Bug / Share Calculation
Scenario: LP management protocol; attacker exploited a lack of proper fee accounting during PLP token transfers, using flash loans and contract-to-contract transfers to double-dip reward collections.
Reference: https://rekt.news/popsicle-rekt/",rekt_news_extra.txt
2021-08-01,Poly,Unknown,600000000.0,Security Breach,True,"24 August 2021 Poly Network Hack 600,000,000 USD of USDC,BTC and ETH 12,964 600,000,000 Security Breach",charoenwong_bernardi_table.txt
2021-08-01,Liquid,Unknown,91350000.0,Security Breach,True,"25 August 2021 Liquid Hack 91,350,000 USD of BTC and ETH 1,941 91,350,000 Security Breach",charoenwong_bernardi_table.txt
2021-07-30,Levyathan,Other,1500000.0,Private Key Compromise / Logic Bug,True,"Protocol: Levyathan
Date: July 30, 2021
Loss: $1,500,000
Vector: Private Key Compromise / Logic Bug
Scenario: Private keys with minting rights were left exposed on GitHub; secondary bug in emergencyWithdraw() referenced rewardDebt instead of balance, allowing users to drain remaining LEV.
Reference: https://rekt.news/levyathan-rekt/",rekt_news_extra.txt
2021-07-28,Levyathan Finance,BSC,1500000.0,Private Key Compromised,True,src/test/2021-07/Levyathan_exp.sol,defihacklabs_incidents.json
2021-07-23,THORChain (Rekt II),Other,8000000.0,Logic Bug / Lack of Proper Multi-event Handling,True,"Protocol: THORChain (Rekt II)
Date: July 23, 2021
Loss: $8,000,000
Vector: Logic Bug / Lack of Proper Multi-event Handling
Scenario: Attacker created a fake Asgard vault and targeted the bridge's refund logic with a malicious memo, tricking Bifrost into processing massive unauthorized withdrawals.
Reference: https://rekt.news/thorchain-rekt2/",rekt_news_extra.txt
2021-07-16,PancakeBunny (Rekt II / PolyBunny),Other,2400000.0,Logic Bug / Interest Manipulation,True,"Protocol: PancakeBunny (Rekt II / PolyBunny)
Date: July 16, 2021
Loss: $2,400,000
Vector: Logic Bug / Interest Manipulation
Scenario: Attacker used a flash loan to deposit sLP tokens to MiniChefV2 and claimed rewards via withdrawAll, which incorrectly calculated performance fees and minted 2.1M polyBUNNY.
Reference: https://rekt.news/pancakebunny2-rekt/",rekt_news_extra.txt
2021-07-15,THORChain (Rekt I),Other,5000000.0,Logic Bug / Bifrost Manipulation,True,"Protocol: THORChain (Rekt I)
Date: July 15, 2021
Loss: $5,000,000
Vector: Logic Bug / Bifrost Manipulation
Scenario: Attacker exploited a vulnerability in the ETH Bifrost (bridge) code's override loop, wrapping the router to falsely set msg.value as txvalue, leading to the drain of various assets.
Reference: https://rekt.news/thorchain-rekt/",rekt_news_extra.txt
2021-07-15,Bondly,Other,5900000.0,Private Key Compromise / Infinite Mint,True,"Protocol: Bondly
Date: July 15, 2021
Loss: $5,900,000
Vector: Private Key Compromise / Infinite Mint
Scenario: Attacker compromised a wallet with minting rights and minted 373M BONDLY tokens, dumping them for $5.9M and crashing the price by 80%.
Reference: https://rekt.news/bondly-rekt/",rekt_news_extra.txt
2021-07-11,Anyswap,Other,7900000.0,Logic Bug / Signature Forgery,True,"Protocol: Anyswap
Date: July 11, 2021
Loss: $7,900,000
Vector: Logic Bug / Signature Forgery
Scenario: V3 router prototype vulnerability; attacker back-calculated the private key of the MPC wallet by detecting repeated ""k"" values in two different transaction signatures.
Reference: https://rekt.news/anyswap-rekt/",rekt_news_extra.txt
2021-07-11,ChainSwap,Other,8000000.0,Logic Bug / Signer Validation,True,"Protocol: ChainSwap
Date: July 11, 2021
Loss: $8,000,000
Vector: Logic Bug / Signer Validation
Scenario: Attacker exploited sloppy authorization checks in the Factory contract to mint bridge tokens directly to their address across Ethereum and BSC.
Reference: https://rekt.news/chainswap-rekt/",rekt_news_extra.txt
2021-07-10,Chainswap_,BSC,4400000.0,Logic Flaw,True,src/test/2021-07/Chainswap_exp2.sol,defihacklabs_incidents.json
2021-07-02,Chainswap,BSC,800000.0,Logic Flaw,True,src/test/2021-07/Chainswap_exp1.sol,defihacklabs_incidents.json
2021-06-30,Merlin Labs (Rekt III),Other,330000.0,Logic Bug / Reward Manipulation,True,"Protocol: Merlin Labs (Rekt III)
Date: June 30, 2021
Loss: $330,000
Vector: Logic Bug / Reward Manipulation
Scenario: Third strike on Merlin; Alpaca single asset vaults were accidentally deployed publicly; attacker used a small deposit and a 1000 BNB manual transfer to trick the contract into minting excessive rewards.
Reference: https://rekt.news/merlin3-rekt/",rekt_news_extra.txt
2021-06-28,SafeDollar,Other,248000.0,Logic Bug / Reward Manipulation,True,"Protocol: SafeDollar
Date: June 28, 2021
Loss: $248,000
Vector: Logic Bug / Reward Manipulation
Scenario: Polygon-based stablecoin; attacker exploited a bug in the reward mechanism where transfer fees were deducted from the rewarder balance, inflating accSdoPerShare and allowing an infinite mint of SDO.
Reference: https://rekt.news/safedollar-rekt/",rekt_news_extra.txt
2021-06-25,xWin Finance,BSC,300000.0,Logic Flaw,True,src/test/2021-06/xWin_exp.sol,defihacklabs_incidents.json
2021-06-24,StableMagnet,Other,27000000.0,Rugpull / Logic Bug,True,"Protocol: StableMagnet
Date: June 24, 2021
Loss: $27,000,000
Vector: Rugpull / Logic Bug
Scenario: Rugpull enabled by an unverified library (SwapUtil) that contained malicious code to drain user approvals and pool liquidity.
Reference: https://rekt.news/stablemagnet-rekt/",rekt_news_extra.txt
2021-06-22,Eleven Finance,Other,4500000.0,Logic Bug / emergencyBurn,True,"Protocol: Eleven Finance
Date: June 22, 2021
Loss: $4,500,000
Vector: Logic Bug / emergencyBurn
Scenario: Attacker utilized a vulnerable emergencyBurn() function in the intermediary vault to withdraw their deposit twice (once via the bug, once via regular withdrawal).
Reference: https://rekt.news/11-rekt/",rekt_news_extra.txt
2021-06-16,Alchemix,Other,6500000.0,Logic Bug / Debt Undercollateralization,True,"Protocol: Alchemix
Date: June 16, 2021
Loss: $6,500,000
Vector: Logic Bug / Debt Undercollateralization
Scenario: Faulty implementation of the alETH vault assigned users zero debt for ETH deposits, effectively creating ""free"" ETH loans and de-pegging the stablecoin.
Reference: https://rekt.news/alchemix-rekt/",rekt_news_extra.txt
2021-06-16,Iron Finance,Other,2000000000.0,Economic Failure / Algorithmic Stablecoin Collapse,True,"Protocol: Iron Finance
Date: June 16, 2021
Loss: $2,000,000,000
Vector: Economic Failure / Algorithmic Stablecoin Collapse
Scenario: Systemic collapse of the IRON stablecoin; TITAN token entered a hyperinflationary death spiral during a mass bank run and oracle-driven arbitrage loop.
Reference: https://rekt.news/iron-finance-rekt/",rekt_news_extra.txt
2021-06-07,88mph NFT,Ethereum,0.0,Access Control,True,src/test/2021-06/88mph_exp.sol,defihacklabs_incidents.json
2021-06-03,PancakeHunny,BSC,43.0,Logic Flaw,True,src/test/2021-06/PancakeHunny_exp.sol,defihacklabs_incidents.json
2021-06-01,Africrypt,Unknown,3600000000.0,Agency Problem,False,"23 June 2021 Africrypt Hack 69,000 BTC 69,000 3,600,000,000 Agency Problem",charoenwong_bernardi_table.txt
2021-05-29,Belt,Other,6300000.0,Flash Loan / sharePrice Manipulation,True,"Protocol: Belt
Date: May 29, 2021
Loss: $6,300,000
Vector: Flash Loan / sharePrice Manipulation
Scenario: Attacker manipulated the BUSD share valuation in the bVenusBUSD strategy via Ellipsis swaps, allowing them to withdraw more than their deposited share.
Reference: https://rekt.news/belt-rekt/",rekt_news_extra.txt
2021-05-28,BurgerSwap,Other,7200000.0,Reentrancy / Flash Loan,True,"Protocol: BurgerSwap
Date: May 28, 2021
Loss: $7,200,000
Vector: Reentrancy / Flash Loan
Scenario: Attacker used a flash loan and a fake token pair to execute reentrant swaps before reserves updated, exploiting a missing x*y=k constant product check.
Reference: https://rekt.news/burgerswap-rekt/",rekt_news_extra.txt
2021-05-27,JulSwap,BSC,1500000.0,Flash Loan Attack,True,src/test/2021-05/JulSwap_exp.sol,defihacklabs_incidents.json
2021-05-27,BurgerSwap,BSC,7000000.0,Reentrancy Attack,True,src/test/2021-05/BurgerSwap_exp.sol,defihacklabs_incidents.json
2021-05-26,Merlin Labs (Rekt I),Other,680000.0,Logic Bug / Reward Manipulation,True,"Protocol: Merlin Labs (Rekt I)
Date: May 26, 2021
Loss: $680,000
Vector: Logic Bug / Reward Manipulation
Scenario: Attacker manually transferred CAKE tokens to the vault, inflating the ""performance fee"" calculation to fraudulently mint and withdraw MERL tokens.
Reference: https://rekt.news/merlinlabs-rekt/",rekt_news_extra.txt
2021-05-24,AutoShark,Other,745000.0,Flash Loan / Price Manipulation,True,"Protocol: AutoShark
Date: May 24, 2021
Loss: $745,000
Vector: Flash Loan / Price Manipulation
Scenario: Fork of PancakeBunny; attacker used a flash loan to manipulate SHARK/BNB pool reserves, tricking the minter into issuing 100M SHARK tokens as a reward.
Reference: https://rekt.news/autoshark-rekt/",rekt_news_extra.txt
2021-05-19,PancakeBunny,Other,45000000.0,Flash Loan / Price Manipulation,True,"Protocol: PancakeBunny
Date: May 19, 2021
Loss: $45,000,000
Vector: Flash Loan / Price Manipulation
Scenario: Attacker used 8 flash loans to skew the BNB/BUSD and BNB/BUNNY pool prices, allowing them to claim an inflated reward of 6.97M BUNNY tokens from the vault.
Reference: https://rekt.news/pancakebunny-rekt/",rekt_news_extra.txt
2021-05-17,FinNexus,Other,7600000.0,Admin Key Compromise,True,"Protocol: FinNexus
Date: May 17, 2021
Loss: $7,600,000
Vector: Admin Key Compromise
Scenario: The admin key for the FinNexus options protocol was compromised, allowing the attacker to alter the collateral factor and drain the pool of USDC, USDT, and FNX.
Reference: https://rekt.news/finnexus-rekt/",rekt_news_extra.txt
2021-05-16,bEarn,Other,18000000.0,Logic Bug / Asset Mismatch,True,"Protocol: bEarn
Date: May 16, 2021
Loss: $18,000,000
Vector: Logic Bug / Asset Mismatch
Scenario: Attacker exploited a mismatch in asset denominations between bVaultsBank and bVaultsStrategy, allowing them to withdraw significantly more BUSD than deposited.
Reference: https://rekt.news/bearn-rekt/",rekt_news_extra.txt
2021-05-09,RariCapital,Ethereum,0.0,Reentrancy Attack,True,src/test/2021-05/RariCapital_exp.sol,defihacklabs_incidents.json
2021-05-08,Rari Capital,Other,11000000.0,Logic Bug / Cross-Protocol Integration,True,"Protocol: Rari Capital
Date: May 8, 2021
Loss: $11,000,000
Vector: Logic Bug / Cross-Protocol Integration
Scenario: Attacker exploited Rari's integration with Alpha Homora v1 (ibETH). By manipulating the ibETH work function, they tricked Rari's pool into believing it had more ETH than it did, allowing a drain.
Reference: https://rekt.news/rari-capital-rekt/",rekt_news_extra.txt
2021-05-08,Value Defi,BSC,10000000.0,Reentrancy Attack,True,src/test/2021-05/ValueDefi_exp.sol,defihacklabs_incidents.json
2021-05-07,Value DeFi (v2),Other,10000000.0,Initialization Bug / Missing Code,True,"Protocol: Value DeFi (v2)
Date: May 7, 2021
Loss: $10,000,000
Vector: Initialization Bug / Missing Code
Scenario: During a v2 upgrade, a critical line of code (initialization check) was omitted. This allowed an attacker to re-initialize the pool and drain it using a fake token.
Reference: https://rekt.news/value-rekt2/",rekt_news_extra.txt
